,game,arena,stage,agent,human_data_type,alpha,Configuration,TV
4557,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.4787893109488838
4558,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.5076641449911096
4559,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.12167472079800716
4560,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.35925236872072985
4561,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.17824986783869146
4562,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.4877840042267011
4563,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.15009387092271276
4564,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.12509458224025483
4565,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.15268404810097944
4566,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.1108892736479752
4567,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.20275117403050488
4568,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.11739130434782613
4569,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.22000209837949408
4570,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.10269769778389881
4571,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.49843570997595177
4572,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.4991302238992181
4573,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.32013896629529276
4574,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.3936683670702186
4575,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.3234637243308729
4576,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.485471439467357
4577,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.19793556459825087
4578,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.4615807572562149
4579,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.4078946745050751
4580,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.48411573526097557
4581,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.3581439297994469
4582,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.41183392841769234
4583,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.40272214761890907
4584,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.34035087719298246
4585,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.5401850270254202
4586,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.5462900787369358
4587,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.5377824969939119
4588,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.19150353256954186
4589,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.5462754820496917
4590,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.1958809919904579
4591,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.21755552888990562
4592,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.6478347392732015
4593,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.6486838428552589
4594,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.6036164902304838
4595,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.43407963539840855
4596,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.6078729322604691
4597,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.4675871669300583
4598,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.26903183038706174
4599,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.5197622496296552
4600,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.587901299141307
4601,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.38167046352006645
4602,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.390705671316786
4603,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.4148696743293079
4604,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.5680211583768986
4605,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.23157126531216018
4606,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.6402484913969038
4607,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.6409090582727259
4608,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.6331645327969073
4609,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.23972022400475607
4610,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.640895888749684
4611,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.29090909090909095
4612,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.2804383602597125
4613,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.4790093297083087
4614,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.5262120332018769
4615,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.3113793151903765
4616,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.5452607255197219
4617,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.318138210376903
4618,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.5454545450025173
4619,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.13908378376492525
4620,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.37921869644703937
4621,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.38228693838616734
4622,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.34935867242325086
4623,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.3336105541734699
4624,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.3684285234333937
4625,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.347678615029022
4626,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.2737122641696836
4627,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.26068390406840386
4628,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.27289337917371187
4629,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.20877290526431885
4630,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.3066452953051298
4631,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.19411764705882348
4632,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.3120763140877102
4633,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.2246843204012781
4634,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.13529411764705876
4635,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.13529411764705876
4636,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.13529411764705876
4637,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.13529411764705876
4638,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.13529411764705876
4639,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.13529411764705876
4640,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.13529411764705876
4641,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.4431324300374878
4642,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.4386453358521646
4643,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.4927173066087008
4644,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.3690396585485645
4645,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.5395662879864428
4646,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.386334477614637
4647,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.6959171418341613
4648,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.4523287740398411
4649,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.45235652942587995
4650,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.4524188367310633
4651,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.6881505253166854
4652,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.45241302233058256
4653,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.6831955317905595
4654,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.7213708382231304
4655,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.5275091148556198
4656,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.5275458460472651
4657,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.5276247605291963
4658,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.6912624656885233
4659,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.5276248488032206
4660,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.6896819707712596
4661,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.676851065936005
4662,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.5555904046239584
4663,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.5551279764545632
4664,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.6110279644142839
4665,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.5444712545684713
4666,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.6322199887892672
4667,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.5509907509495631
4668,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.7394710229303098
4669,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.504188688455949
